"algorithm","fun","dimension","ert","precision","rank"
"POEMS",4,10,383732.8,1e-07,5
"oPOEMS",4,10,486730.7,1e-07,6
"ALPS",4,10,867618.1,1e-07,7
"PSO_Bounds",4,10,873435.2,1e-07,8
"nPOEMS",4,10,1453665,1e-07,9
"MA-LS-CHAIN",4,10,7406203,1e-07,10
"VNS",4,10,131165400,1e-07,11
"Line Search - STEP",4,10,28769.67,1e-08,1
"Artificial Bee Colony",4,10,30042.87,1e-08,2
"MOS",4,10,41408.73,1e-08,3
"DASA",4,10,195476.5,1e-08,4
"POEMS",4,10,393824.9,1e-08,5
"oPOEMS",4,10,498318.1,1e-08,6
"PSO_Bounds",4,10,899758.6,1e-08,7
"ALPS",4,10,1153569,1e-08,8
"nPOEMS",4,10,1512173,1e-08,9
"MA-LS-CHAIN",4,10,7406947,1e-08,10
"VNS",4,10,987568000,1e-08,11
"Line Search - STEP",4,20,7700,0.001,1
"Artificial Bee Colony",4,20,48778.93,0.001,2
"MOS",4,20,113043.3,0.001,3
"POEMS",4,20,1894717,0.001,4
"oPOEMS",4,20,2384410,0.001,5
"PSO_Bounds",4,20,2762702,0.001,6
"nPOEMS",4,20,8134713,0.001,7
"DASA",4,20,12849870,0.001,8
"Line Search - STEP",4,20,7724.067,1e-04,1
"Artificial Bee Colony",4,20,53437.53,1e-04,2
"MOS",4,20,117658.4,1e-04,3
"POEMS",4,20,1916478,1e-04,4
"oPOEMS",4,20,2399885,1e-04,5
"PSO_Bounds",4,20,2879078,1e-04,6
"nPOEMS",4,20,8154003,1e-04,7
"DASA",4,20,12851910,1e-04,8
"Line Search - STEP",4,20,7758.4,1e-05,1
"Artificial Bee Colony",4,20,56568.6,1e-05,2
"MOS",4,20,121976.9,1e-05,3
"POEMS",4,20,1936263,1e-05,4
"oPOEMS",4,20,2430510,1e-05,5
"PSO_Bounds",4,20,2934466,1e-05,6
"nPOEMS",4,20,8176437,1e-05,7
"DASA",4,20,12854170,1e-05,8
"Line Search - STEP",4,20,7767.4,1e-06,1
"Artificial Bee Colony",4,20,59509.53,1e-06,2
"MOS",4,20,126703.8,1e-06,3
"POEMS",4,20,1955086,1e-06,4
"oPOEMS",4,20,2455855,1e-06,5
"PSO_Bounds",4,20,2979423,1e-06,6
"nPOEMS",4,20,8215851,1e-06,7
"DASA",4,20,12856340,1e-06,8
"Artificial Bee Colony",4,20,63367.2,1e-07,1
"MOS",4,20,131133.7,1e-07,2
"Line Search - STEP",4,20,141061.3,1e-07,3
"POEMS",4,20,1980002,1e-07,4
"oPOEMS",4,20,2479068,1e-07,5
"PSO_Bounds",4,20,3028606,1e-07,6
"nPOEMS",4,20,8259345,1e-07,7
"DASA",4,20,12858200,1e-07,8
"Artificial Bee Colony",4,20,66162.13,1e-08,1
"MOS",4,20,135935.8,1e-08,2
"Line Search - STEP",4,20,141064.7,1e-08,3
"POEMS",4,20,2002591,1e-08,4
"oPOEMS",4,20,2504551,1e-08,5
"PSO_Bounds",4,20,3524060,1e-08,6
"nPOEMS",4,20,8305738,1e-08,7
"DASA",4,20,12860300,1e-08,8
"Line Search - STEP",4,40,15702.53,0.001,1
"MOS",4,40,2430264,0.001,2
"Line Search - STEP",4,40,15725.73,1e-04,1
"MOS",4,40,2454050,1e-04,2
"Line Search - STEP",4,40,15732.87,1e-05,1
"MOS",4,40,2477686,1e-05,2
"Line Search - STEP",4,40,15748.93,1e-06,1
"MOS",4,40,2501806,1e-06,2
"Line Search - STEP",4,40,282410.3,1e-07,1
"MOS",4,40,2524301,1e-07,2
"Line Search - STEP",4,40,615807.3,1e-08,1
"MOS",4,40,2549434,1e-08,2
"MCS",5,2,4.4,0.001,1
"FULLNEWUOA",5,2,6,0.001,2
"NEWUOA",5,2,6.8,0.001,3
"AVGNEWUOA",5,2,7.066667,0.001,4
"Nelder-Doerr",5,2,8.533333,0.001,5
"fminsearch",5,2,9.6,0.001,6
"One-Fifth Variant3",5,2,11.33333,0.001,7
"BFGS",5,2,12.6,0.001,8
"(1 2_m^s) CMA-ES",5,2,13,0.001,9
"(1+2_m^s) CMA-ES",5,2,14.06667,0.001,10
"(mu+lambda) CMA-ES",5,2,15.13333,0.001,11
"Local Search - Rosenbrock",5,2,15.2,0.001,12
"(1 4_m^s) CMA-ES",5,2,15.73333,0.001,13
"DIRECT",5,2,18.6,0.001,14
"(1 4) CMA-ES",5,2,20.13333,0.001,15
"(1+1) CMA-ES",5,2,21.2,0.001,16
"(1 4_m) CMA-ES",5,2,21.26667,0.001,17
"(1 2_m) CMA-ES",5,2,24.4,0.001,18
"(1 4^s) CMA-ES",5,2,24.66667,0.001,19
"BIPOP-CMA-ES",5,2,25.46667,0.001,20
"(1 2^s) CMA-ES",5,2,25.66667,0.001,21
"IPOP-ACTCMA-ES",5,2,26.86667,0.001,22
"CMA-EGS",5,2,31.33333,0.001,23.5
"IPOP-SEP-CMA-ES",5,2,31.33333,0.001,23.5
"IPOP-CMA-ES",5,2,35.06667,0.001,25
"(1 2) CMA-ES",5,2,39.6,0.001,26
"Line Search - fminbnd",5,2,40,0.001,27
"DE-F-AUC",5,2,43.73333,0.001,28
"PM-AdapSS-DE",5,2,47.93333,0.001,29
"iAMALGAM",5,2,55.73333,0.001,30
"DEuniform",5,2,65.93333,0.001,31
"PSO_Bounds",5,2,69.6,0.001,32
"Cauchy-EDA",5,2,74.26667,0.001,33
"EDA-PSO",5,2,74.73333,0.001,34
"AMALGAM",5,2,80.66667,0.001,35
"PSO",5,2,93.13333,0.001,36
"MOS",5,2,103.7333,0.001,37
"Artificial Bee Colony",5,2,113.6,0.001,38
"VNS",5,2,119.5333,0.001,39
"G3PCX",5,2,135.6667,0.001,40
"DE-PSO",5,2,158.0667,0.001,41
"SPSA",5,2,177.4,0.001,42
"DASA",5,2,232.8,0.001,43
"GLOBAL",5,2,306.6,0.001,44
"NBC-CMA",5,2,329.7333,0.001,45
"Line Search - STEP",5,2,401.6,0.001,46
"BAYEDA",5,2,453.7143,0.001,47
"ALPS",5,2,456.5333,0.001,48
"MA-LS-CHAIN",5,2,556,0.001,49
"nPOEMS",5,2,724.8,0.001,50
"oPOEMS",5,2,755.1333,0.001,51
"POEMS",5,2,814.5333,0.001,52
"RCGA",5,2,14555.8,0.001,53
"Simple GA",5,2,27833.67,0.001,54
"MCS",5,2,4.4,1e-04,1
"FULLNEWUOA",5,2,6,1e-04,2
"NEWUOA",5,2,6.8,1e-04,3
"AVGNEWUOA",5,2,7.066667,1e-04,4
"Nelder-Doerr",5,2,8.533333,1e-04,5
"fminsearch",5,2,9.6,1e-04,6
"One-Fifth Variant3",5,2,11.33333,1e-04,7
"BFGS",5,2,12.6,1e-04,8
"(1 2_m^s) CMA-ES",5,2,13,1e-04,9
"(1+2_m^s) CMA-ES",5,2,14.06667,1e-04,10
"(mu+lambda) CMA-ES",5,2,15.13333,1e-04,11
"Local Search - Rosenbrock",5,2,15.2,1e-04,12
"(1 4_m^s) CMA-ES",5,2,15.73333,1e-04,13
"DIRECT",5,2,18.6,1e-04,14
"(1 4) CMA-ES",5,2,20.13333,1e-04,15
"(1+1) CMA-ES",5,2,21.2,1e-04,16
"(1 4_m) CMA-ES",5,2,21.26667,1e-04,17
"(1 2_m) CMA-ES",5,2,24.4,1e-04,18
"(1 4^s) CMA-ES",5,2,24.73333,1e-04,19
"BIPOP-CMA-ES",5,2,25.46667,1e-04,20
"(1 2^s) CMA-ES",5,2,25.66667,1e-04,21
"IPOP-ACTCMA-ES",5,2,26.86667,1e-04,22
"CMA-EGS",5,2,31.33333,1e-04,23.5
"IPOP-SEP-CMA-ES",5,2,31.33333,1e-04,23.5
"IPOP-CMA-ES",5,2,35.06667,1e-04,25
"(1 2) CMA-ES",5,2,39.6,1e-04,26
"Line Search - fminbnd",5,2,40,1e-04,27
"DE-F-AUC",5,2,43.73333,1e-04,28
"PM-AdapSS-DE",5,2,47.93333,1e-04,29
"iAMALGAM",5,2,55.73333,1e-04,30
"DEuniform",5,2,65.93333,1e-04,31
"PSO_Bounds",5,2,69.6,1e-04,32
"Cauchy-EDA",5,2,74.26667,1e-04,33
"EDA-PSO",5,2,74.73333,1e-04,34
"AMALGAM",5,2,80.66667,1e-04,35
"PSO",5,2,93.13333,1e-04,36
"MOS",5,2,103.7333,1e-04,37
"Artificial Bee Colony",5,2,113.6,1e-04,38
"VNS",5,2,119.5333,1e-04,39
"G3PCX",5,2,135.6667,1e-04,40
"DE-PSO",5,2,158.0667,1e-04,41
"SPSA",5,2,177.4,1e-04,42
"DASA",5,2,262.9333,1e-04,43
"GLOBAL",5,2,306.6,1e-04,44
"NBC-CMA",5,2,329.7333,1e-04,45
"Line Search - STEP",5,2,401.6,1e-04,46
"BAYEDA",5,2,453.7143,1e-04,47
"ALPS",5,2,456.5333,1e-04,48
"MA-LS-CHAIN",5,2,556,1e-04,49
"nPOEMS",5,2,724.8,1e-04,50
"oPOEMS",5,2,761.8667,1e-04,51
"POEMS",5,2,815.1333,1e-04,52
"RCGA",5,2,20212.53,1e-04,53
"Simple GA",5,2,43097,1e-04,54
"MCS",5,2,4.4,1e-05,1
"FULLNEWUOA",5,2,6,1e-05,2
"NEWUOA",5,2,6.8,1e-05,3
"AVGNEWUOA",5,2,7.066667,1e-05,4
"Nelder-Doerr",5,2,8.533333,1e-05,5
"fminsearch",5,2,9.6,1e-05,6
"One-Fifth Variant3",5,2,11.33333,1e-05,7
"BFGS",5,2,12.6,1e-05,8
"(1 2_m^s) CMA-ES",5,2,13,1e-05,9
"(1+2_m^s) CMA-ES",5,2,14.06667,1e-05,10
"(mu+lambda) CMA-ES",5,2,15.13333,1e-05,11
"Local Search - Rosenbrock",5,2,15.2,1e-05,12
"(1 4_m^s) CMA-ES",5,2,15.73333,1e-05,13
"DIRECT",5,2,18.6,1e-05,14
"(1 4) CMA-ES",5,2,20.13333,1e-05,15
"(1+1) CMA-ES",5,2,21.2,1e-05,16
"(1 4_m) CMA-ES",5,2,21.26667,1e-05,17
"(1 2_m) CMA-ES",5,2,24.4,1e-05,18
"(1 4^s) CMA-ES",5,2,24.73333,1e-05,19
"BIPOP-CMA-ES",5,2,25.46667,1e-05,20
"(1 2^s) CMA-ES",5,2,25.66667,1e-05,21
"IPOP-ACTCMA-ES",5,2,26.86667,1e-05,22
"CMA-EGS",5,2,31.33333,1e-05,23.5
"IPOP-SEP-CMA-ES",5,2,31.33333,1e-05,23.5
"IPOP-CMA-ES",5,2,35.06667,1e-05,25
"(1 2) CMA-ES",5,2,39.6,1e-05,26
"Line Search - fminbnd",5,2,40,1e-05,27
"DE-F-AUC",5,2,43.73333,1e-05,28
"PM-AdapSS-DE",5,2,47.93333,1e-05,29
"iAMALGAM",5,2,55.73333,1e-05,30
"DEuniform",5,2,65.93333,1e-05,31
"PSO_Bounds",5,2,69.6,1e-05,32
"Cauchy-EDA",5,2,74.26667,1e-05,33
"EDA-PSO",5,2,74.73333,1e-05,34
"AMALGAM",5,2,80.66667,1e-05,35
"PSO",5,2,93.13333,1e-05,36
"MOS",5,2,103.7333,1e-05,37
"Artificial Bee Colony",5,2,113.6,1e-05,38
"VNS",5,2,119.5333,1e-05,39
"G3PCX",5,2,135.6667,1e-05,40
"DE-PSO",5,2,158.0667,1e-05,41
"SPSA",5,2,177.4,1e-05,42
"DASA",5,2,292,1e-05,43
"GLOBAL",5,2,306.6,1e-05,44
"NBC-CMA",5,2,329.7333,1e-05,45
"Line Search - STEP",5,2,401.6,1e-05,46
"BAYEDA",5,2,453.7143,1e-05,47
"ALPS",5,2,456.5333,1e-05,48
"MA-LS-CHAIN",5,2,556,1e-05,49
"nPOEMS",5,2,724.8,1e-05,50
"oPOEMS",5,2,761.8667,1e-05,51
"POEMS",5,2,815.1333,1e-05,52
"RCGA",5,2,25307.8,1e-05,53
"Simple GA",5,2,66549.07,1e-05,54
"MCS",5,2,4.4,1e-06,1
"FULLNEWUOA",5,2,6,1e-06,2
"NEWUOA",5,2,6.8,1e-06,3
"AVGNEWUOA",5,2,7.066667,1e-06,4
"Nelder-Doerr",5,2,8.533333,1e-06,5
"fminsearch",5,2,9.6,1e-06,6
"One-Fifth Variant3",5,2,11.33333,1e-06,7
"BFGS",5,2,12.6,1e-06,8
"(1 2_m^s) CMA-ES",5,2,13,1e-06,9
"(1+2_m^s) CMA-ES",5,2,14.06667,1e-06,10
"(mu+lambda) CMA-ES",5,2,15.13333,1e-06,11
"Local Search - Rosenbrock",5,2,15.2,1e-06,12
"(1 4_m^s) CMA-ES",5,2,15.73333,1e-06,13
"DIRECT",5,2,18.6,1e-06,14
"(1 4) CMA-ES",5,2,20.13333,1e-06,15
"(1+1) CMA-ES",5,2,21.2,1e-06,16
"(1 4_m) CMA-ES",5,2,21.26667,1e-06,17
"(1 2_m) CMA-ES",5,2,24.4,1e-06,18
"(1 4^s) CMA-ES",5,2,24.73333,1e-06,19
"BIPOP-CMA-ES",5,2,25.46667,1e-06,20
"(1 2^s) CMA-ES",5,2,25.66667,1e-06,21
"IPOP-ACTCMA-ES",5,2,26.86667,1e-06,22
"CMA-EGS",5,2,31.33333,1e-06,23.5
"IPOP-SEP-CMA-ES",5,2,31.33333,1e-06,23.5
"IPOP-CMA-ES",5,2,35.06667,1e-06,25
"(1 2) CMA-ES",5,2,39.6,1e-06,26
"Line Search - fminbnd",5,2,40,1e-06,27
"DE-F-AUC",5,2,43.73333,1e-06,28
"PM-AdapSS-DE",5,2,47.93333,1e-06,29
"iAMALGAM",5,2,55.73333,1e-06,30
"DEuniform",5,2,65.93333,1e-06,31
"PSO_Bounds",5,2,69.6,1e-06,32
"Cauchy-EDA",5,2,74.26667,1e-06,33
"EDA-PSO",5,2,74.73333,1e-06,34
"AMALGAM",5,2,80.66667,1e-06,35
"PSO",5,2,93.13333,1e-06,36
"MOS",5,2,103.7333,1e-06,37
"Artificial Bee Colony",5,2,113.6,1e-06,38
"VNS",5,2,119.5333,1e-06,39
"G3PCX",5,2,135.6667,1e-06,40
"DE-PSO",5,2,158.0667,1e-06,41
"SPSA",5,2,177.4,1e-06,42
"GLOBAL",5,2,306.6,1e-06,43
"DASA",5,2,321.5333,1e-06,44
"NBC-CMA",5,2,329.7333,1e-06,45
"Line Search - STEP",5,2,401.6,1e-06,46
"BAYEDA",5,2,453.7143,1e-06,47
"ALPS",5,2,456.5333,1e-06,48
"MA-LS-CHAIN",5,2,556,1e-06,49
"nPOEMS",5,2,724.8,1e-06,50
"oPOEMS",5,2,761.8667,1e-06,51
"POEMS",5,2,815.1333,1e-06,52
"RCGA",5,2,46291.86,1e-06,53
"Simple GA",5,2,134371,1e-06,54
"MCS",5,2,4.4,1e-07,1
"FULLNEWUOA",5,2,6,1e-07,2
"NEWUOA",5,2,6.8,1e-07,3
"AVGNEWUOA",5,2,7.066667,1e-07,4
"Nelder-Doerr",5,2,8.533333,1e-07,5
"fminsearch",5,2,9.6,1e-07,6
"One-Fifth Variant3",5,2,11.33333,1e-07,7
"BFGS",5,2,12.6,1e-07,8
"(1 2_m^s) CMA-ES",5,2,13,1e-07,9
"(1+2_m^s) CMA-ES",5,2,14.06667,1e-07,10
"(mu+lambda) CMA-ES",5,2,15.13333,1e-07,11
"Local Search - Rosenbrock",5,2,15.2,1e-07,12
"(1 4_m^s) CMA-ES",5,2,15.73333,1e-07,13
"DIRECT",5,2,18.6,1e-07,14
"(1 4) CMA-ES",5,2,20.13333,1e-07,15
"(1+1) CMA-ES",5,2,21.2,1e-07,16
"(1 4_m) CMA-ES",5,2,21.26667,1e-07,17
"(1 2_m) CMA-ES",5,2,24.4,1e-07,18
"(1 4^s) CMA-ES",5,2,24.73333,1e-07,19
"BIPOP-CMA-ES",5,2,25.46667,1e-07,20
"(1 2^s) CMA-ES",5,2,25.66667,1e-07,21
"IPOP-ACTCMA-ES",5,2,26.86667,1e-07,22
"CMA-EGS",5,2,31.33333,1e-07,23.5
"IPOP-SEP-CMA-ES",5,2,31.33333,1e-07,23.5
"IPOP-CMA-ES",5,2,35.06667,1e-07,25
"(1 2) CMA-ES",5,2,39.6,1e-07,26
"Line Search - fminbnd",5,2,40,1e-07,27
"DE-F-AUC",5,2,43.73333,1e-07,28
"PM-AdapSS-DE",5,2,47.93333,1e-07,29
"iAMALGAM",5,2,55.73333,1e-07,30
"DEuniform",5,2,65.93333,1e-07,31
"PSO_Bounds",5,2,69.6,1e-07,32
"Cauchy-EDA",5,2,74.26667,1e-07,33
"EDA-PSO",5,2,74.73333,1e-07,34
"AMALGAM",5,2,80.66667,1e-07,35
"PSO",5,2,93.13333,1e-07,36
"MOS",5,2,103.7333,1e-07,37
"Artificial Bee Colony",5,2,113.6,1e-07,38
"VNS",5,2,119.5333,1e-07,39
"G3PCX",5,2,135.6667,1e-07,40
"DE-PSO",5,2,158.0667,1e-07,41
"SPSA",5,2,177.4,1e-07,42
"GLOBAL",5,2,306.6,1e-07,43
"NBC-CMA",5,2,329.7333,1e-07,44
"DASA",5,2,352.4,1e-07,45
"Line Search - STEP",5,2,401.6,1e-07,46
"BAYEDA",5,2,453.7143,1e-07,47
"ALPS",5,2,456.5333,1e-07,48
"MA-LS-CHAIN",5,2,556,1e-07,49
"nPOEMS",5,2,724.8,1e-07,50
"oPOEMS",5,2,761.8667,1e-07,51
"POEMS",5,2,815.1333,1e-07,52
"RCGA",5,2,146440.6,1e-07,53
"Simple GA",5,2,2991773,1e-07,54
"MCS",5,2,4.4,1e-08,1
"FULLNEWUOA",5,2,6,1e-08,2
"NEWUOA",5,2,6.8,1e-08,3
"AVGNEWUOA",5,2,7.066667,1e-08,4
"Nelder-Doerr",5,2,8.533333,1e-08,5
"fminsearch",5,2,9.6,1e-08,6
"One-Fifth Variant3",5,2,11.33333,1e-08,7
"BFGS",5,2,12.6,1e-08,8
"(1 2_m^s) CMA-ES",5,2,13,1e-08,9
"(1+2_m^s) CMA-ES",5,2,14.06667,1e-08,10
"(mu+lambda) CMA-ES",5,2,15.13333,1e-08,11
"Local Search - Rosenbrock",5,2,15.2,1e-08,12
"(1 4_m^s) CMA-ES",5,2,15.73333,1e-08,13
"DIRECT",5,2,18.6,1e-08,14
"(1 4) CMA-ES",5,2,20.13333,1e-08,15
"(1+1) CMA-ES",5,2,21.2,1e-08,16
"(1 4_m) CMA-ES",5,2,21.26667,1e-08,17
"(1 2_m) CMA-ES",5,2,24.4,1e-08,18
"(1 4^s) CMA-ES",5,2,24.73333,1e-08,19
"BIPOP-CMA-ES",5,2,25.46667,1e-08,20
"(1 2^s) CMA-ES",5,2,25.66667,1e-08,21
"IPOP-ACTCMA-ES",5,2,26.86667,1e-08,22
"CMA-EGS",5,2,31.33333,1e-08,23.5
"IPOP-SEP-CMA-ES",5,2,31.33333,1e-08,23.5
"IPOP-CMA-ES",5,2,35.06667,1e-08,25
"(1 2) CMA-ES",5,2,39.6,1e-08,26
"Line Search - fminbnd",5,2,40,1e-08,27
"DE-F-AUC",5,2,43.73333,1e-08,28
"PM-AdapSS-DE",5,2,47.93333,1e-08,29
"iAMALGAM",5,2,55.73333,1e-08,30
"DEuniform",5,2,65.93333,1e-08,31
"PSO_Bounds",5,2,69.6,1e-08,32
"Cauchy-EDA",5,2,74.26667,1e-08,33
"EDA-PSO",5,2,74.73333,1e-08,34
"AMALGAM",5,2,80.66667,1e-08,35
"PSO",5,2,93.13333,1e-08,36
"MOS",5,2,103.7333,1e-08,37
"Artificial Bee Colony",5,2,113.6,1e-08,38
"VNS",5,2,119.5333,1e-08,39
"G3PCX",5,2,135.6667,1e-08,40
"DE-PSO",5,2,158.0667,1e-08,41
"SPSA",5,2,177.4,1e-08,42
"GLOBAL",5,2,306.6,1e-08,43
"NBC-CMA",5,2,329.7333,1e-08,44
"DASA",5,2,383.6,1e-08,45
"Line Search - STEP",5,2,401.6,1e-08,46
"BAYEDA",5,2,453.7143,1e-08,47
"ALPS",5,2,456.5333,1e-08,48
"MA-LS-CHAIN",5,2,556,1e-08,49
"nPOEMS",5,2,724.8,1e-08,50
"oPOEMS",5,2,761.8667,1e-08,51
"POEMS",5,2,815.1333,1e-08,52
"RCGA",5,2,1432655,1e-08,53
"MCS",5,3,6.6,0.001,1
"NEWUOA",5,3,9.466667,0.001,2
"AVGNEWUOA",5,3,9.933333,0.001,3
"FULLNEWUOA",5,3,12.06667,0.001,4
"Nelder-Doerr",5,3,16.26667,0.001,5
"fminsearch",5,3,16.73333,0.001,6
"BFGS",5,3,17,0.001,7
"(1 4_m^s) CMA-ES",5,3,18.06667,0.001,8
"(mu+lambda) CMA-ES",5,3,18.93333,0.001,9
"One-Fifth Variant3",5,3,20.33333,0.001,10
"(1 2_m^s) CMA-ES",5,3,21.4,0.001,11
"Local Search - Rosenbrock",5,3,23.86667,0.001,12
"(1 4_m) CMA-ES",5,3,24.86667,0.001,13
"(1 4^s) CMA-ES",5,3,25.13333,0.001,14
"(1+1) CMA-ES",5,3,25.73333,0.001,15
"(1+2_m^s) CMA-ES",5,3,26.66667,0.001,16
"(1 2_m) CMA-ES",5,3,27.46667,0.001,17
"(1 4) CMA-ES",5,3,37.4,0.001,18
"IPOP-CMA-ES",5,3,37.86667,0.001,19
"BIPOP-CMA-ES",5,3,38.13333,0.001,20
"DIRECT",5,3,40.6,0.001,21
"IPOP-ACTCMA-ES",5,3,42.13333,0.001,22
"IPOP-SEP-CMA-ES",5,3,47.13333,0.001,23
"(1 2) CMA-ES",5,3,50.6,0.001,24
"CMA-EGS",5,3,52.86667,0.001,25
"(1 2^s) CMA-ES",5,3,55.8,0.001,26
"iAMALGAM",5,3,57.8,0.001,27
"Line Search - fminbnd",5,3,74,0.001,28
"PSO_Bounds",5,3,100.8667,0.001,29
"DE-F-AUC",5,3,109.0667,0.001,30
"EDA-PSO",5,3,113.2667,0.001,31
"PSO",5,3,119.2667,0.001,32
"PM-AdapSS-DE",5,3,129,0.001,33
"DEuniform",5,3,131.2667,0.001,34
"SPSA",5,3,133.3333,0.001,35
"VNS",5,3,133.5333,0.001,36
"AMALGAM",5,3,137.1333,0.001,37
"Cauchy-EDA",5,3,155,0.001,38
"G3PCX",5,3,165.8667,0.001,39
"Artificial Bee Colony",5,3,231.6,0.001,40
"MOS",5,3,233,0.001,41
"DE-PSO",5,3,254.4,0.001,42
"DASA",5,3,291.2,0.001,43
"GLOBAL",5,3,314.0667,0.001,44
"NBC-CMA",5,3,343.5333,0.001,45
"MA-LS-CHAIN",5,3,610.9333,0.001,46
"ALPS",5,3,722.8,0.001,47
"Line Search - STEP",5,3,801.4667,0.001,48
"POEMS",5,3,1194.867,0.001,49
"nPOEMS",5,3,1216.933,0.001,50
"oPOEMS",5,3,1226.667,0.001,51
"BAYEDA",5,3,2430.818,0.001,52
"RCGA",5,3,13171.73,0.001,53
"Simple GA",5,3,49600.87,0.001,54
"MCS",5,3,6.6,1e-04,1
"NEWUOA",5,3,9.466667,1e-04,2
"AVGNEWUOA",5,3,9.933333,1e-04,3
"FULLNEWUOA",5,3,12.06667,1e-04,4
"Nelder-Doerr",5,3,16.26667,1e-04,5
"fminsearch",5,3,16.73333,1e-04,6
"BFGS",5,3,17,1e-04,7
"(1 4_m^s) CMA-ES",5,3,18.06667,1e-04,8
"(mu+lambda) CMA-ES",5,3,18.93333,1e-04,9
"One-Fifth Variant3",5,3,20.33333,1e-04,10
"(1 2_m^s) CMA-ES",5,3,21.4,1e-04,11
"Local Search - Rosenbrock",5,3,23.86667,1e-04,12
"(1 4_m) CMA-ES",5,3,24.86667,1e-04,13
"(1 4^s) CMA-ES",5,3,25.13333,1e-04,14
"(1+1) CMA-ES",5,3,25.73333,1e-04,15
"(1+2_m^s) CMA-ES",5,3,26.66667,1e-04,16
"(1 2_m) CMA-ES",5,3,27.46667,1e-04,17
"(1 4) CMA-ES",5,3,37.4,1e-04,18
"IPOP-CMA-ES",5,3,37.86667,1e-04,19
"BIPOP-CMA-ES",5,3,38.13333,1e-04,20
"DIRECT",5,3,40.6,1e-04,21
"IPOP-ACTCMA-ES",5,3,42.13333,1e-04,22
"IPOP-SEP-CMA-ES",5,3,47.13333,1e-04,23
"(1 2) CMA-ES",5,3,50.6,1e-04,24
"CMA-EGS",5,3,52.86667,1e-04,25
"(1 2^s) CMA-ES",5,3,55.8,1e-04,26
"iAMALGAM",5,3,57.8,1e-04,27
"Line Search - fminbnd",5,3,74,1e-04,28
"PSO_Bounds",5,3,100.8667,1e-04,29
"DE-F-AUC",5,3,109.0667,1e-04,30
"EDA-PSO",5,3,113.2667,1e-04,31
"PSO",5,3,119.2667,1e-04,32
"PM-AdapSS-DE",5,3,129,1e-04,33
"DEuniform",5,3,131.2667,1e-04,34
"SPSA",5,3,133.3333,1e-04,35
"VNS",5,3,133.5333,1e-04,36
"AMALGAM",5,3,137.1333,1e-04,37
"Cauchy-EDA",5,3,155,1e-04,38
"G3PCX",5,3,165.8667,1e-04,39
"Artificial Bee Colony",5,3,231.6,1e-04,40
"MOS",5,3,233,1e-04,41
"DE-PSO",5,3,254.4,1e-04,42
"GLOBAL",5,3,314.0667,1e-04,43
"DASA",5,3,322.2,1e-04,44
"NBC-CMA",5,3,343.5333,1e-04,45
"MA-LS-CHAIN",5,3,610.9333,1e-04,46
"ALPS",5,3,739.8,1e-04,47
"Line Search - STEP",5,3,801.4667,1e-04,48
"POEMS",5,3,1194.867,1e-04,49
"nPOEMS",5,3,1223.933,1e-04,50
"oPOEMS",5,3,1229.267,1e-04,51
"BAYEDA",5,3,2430.818,1e-04,52
"RCGA",5,3,30106,1e-04,53
"Simple GA",5,3,72438.13,1e-04,54
"MCS",5,3,6.6,1e-05,1
"NEWUOA",5,3,9.466667,1e-05,2
"AVGNEWUOA",5,3,9.933333,1e-05,3
"FULLNEWUOA",5,3,12.06667,1e-05,4
"Nelder-Doerr",5,3,16.26667,1e-05,5
"fminsearch",5,3,16.73333,1e-05,6
"BFGS",5,3,17,1e-05,7
"(1 4_m^s) CMA-ES",5,3,18.06667,1e-05,8
"(mu+lambda) CMA-ES",5,3,18.93333,1e-05,9
"One-Fifth Variant3",5,3,20.33333,1e-05,10
"(1 2_m^s) CMA-ES",5,3,21.4,1e-05,11
"Local Search - Rosenbrock",5,3,23.86667,1e-05,12
"(1 4_m) CMA-ES",5,3,24.86667,1e-05,13
"(1 4^s) CMA-ES",5,3,25.13333,1e-05,14
"(1+1) CMA-ES",5,3,25.73333,1e-05,15
"(1+2_m^s) CMA-ES",5,3,26.66667,1e-05,16
"(1 2_m) CMA-ES",5,3,27.46667,1e-05,17
"(1 4) CMA-ES",5,3,37.4,1e-05,18
"IPOP-CMA-ES",5,3,37.86667,1e-05,19
"BIPOP-CMA-ES",5,3,38.13333,1e-05,20
"DIRECT",5,3,40.6,1e-05,21
"IPOP-ACTCMA-ES",5,3,42.13333,1e-05,22
"IPOP-SEP-CMA-ES",5,3,47.13333,1e-05,23
"(1 2) CMA-ES",5,3,50.6,1e-05,24
"CMA-EGS",5,3,52.86667,1e-05,25
"(1 2^s) CMA-ES",5,3,55.8,1e-05,26
"iAMALGAM",5,3,57.8,1e-05,27
"Line Search - fminbnd",5,3,74,1e-05,28
"PSO_Bounds",5,3,100.8667,1e-05,29
"DE-F-AUC",5,3,109.0667,1e-05,30
"EDA-PSO",5,3,113.2667,1e-05,31
"PSO",5,3,119.2667,1e-05,32
"PM-AdapSS-DE",5,3,129,1e-05,33
"DEuniform",5,3,131.2667,1e-05,34
"SPSA",5,3,133.3333,1e-05,35
"VNS",5,3,133.5333,1e-05,36
"AMALGAM",5,3,137.1333,1e-05,37
"Cauchy-EDA",5,3,155,1e-05,38
"G3PCX",5,3,165.8667,1e-05,39
"Artificial Bee Colony",5,3,231.6,1e-05,40
"MOS",5,3,233,1e-05,41
"DE-PSO",5,3,254.4,1e-05,42
